1	1
2	1
3	1
4	1
5	1
6	1
8	1
9	1
14	1
18	1
19	1
23	1
24	1
25	1
28	1
30	1
32	1
34	1
37	1
40	1
41	1
42	1
43	1
1	2
2	2
8	2
9	2
14	2
15	2
18	2
19	2
20	2
25	2
26	2
27	2
34	2
40	2
1	3
2	3
9	3
10	3
14	3
23	3
25	3
28	3
1	4
4	4
6	4
8	4
9	4
14	4
18	4
19	4
22	4
23	4
25	4
28	4
40	4
42	4
1	5
9	5
10	5
14	5
23	5
28	5
1	6
14	6
28	6
1	7
17	7
25	7
40	7
1	8
9	8
1	9
9	9
18	9
25	9
27	9
28	9
32	9
1	10
14	10
23	10
24	10
28	10
41	10
1	11
9	11
14	11
23	11
25	11
32	11
40	11
1	12
9	12
14	12
15	12
23	12
25	12
29	12
30	12
40	12
41	12
1	13
3	13
9	13
14	13
17	13
18	13
23	13
25	13
30	13
32	13
35	13
37	13
40	13
42	13
1	14
8	14
14	14
40	14
1	15
1	16
2	16
4	16
5	16
6	16
8	16
9	16
10	16
14	16
17	16
18	16
19	16
20	16
22	16
23	16
24	16
25	16
27	16
28	16
30	16
37	16
40	16
41	16
42	16
1	17
2	17
8	17
9	17
10	17
17	17
22	17
40	17
1	18
8	18
9	18
18	18
26	18
1	19
2	19
9	19
14	19
30	19
32	19
1	20
3	20
14	20
15	20
18	20
21	20
23	20
25	20
27	20
32	20
1	21
10	21
14	21
18	21
23	21
28	21
30	21
32	21
37	21
40	21
41	21
1	22
4	22
30	22
1	23
7	23
40	23
1	24
2	24
9	24
17	24
18	24
25	24
27	24
30	24
40	24
42	24
1	25
9	25
14	25
15	25
25	25
40	25
1	26
2	26
9	26
14	26
25	26
27	26
34	26
1	27
3	27
9	27
25	27
29	27
30	27
32	27
40	27
1	28
2	28
9	28
14	28
25	28
40	28
1	29
5	29
6	29
7	29
8	29
18	29
24	29
27	29
40	29
1	30
9	30
14	30
25	30
28	30
40	30
1	31
9	31
14	31
23	31
25	31
27	31
28	31
33	31
1	32
6	32
14	32
22	32
23	32
28	32
30	32
1	33
5	33
6	33
7	33
10	33
18	33
22	33
23	33
24	33
27	33
28	33
40	33
41	33
42	33
43	33
1	34
3	34
7	34
9	34
10	34
14	34
23	34
24	34
40	34
2	35
4	35
8	35
9	35
10	35
14	35
17	35
18	35
22	35
23	35
25	35
28	35
43	35
2	36
5	36
6	36
8	36
9	36
14	36
37	36
40	36
2	37
3	37
4	37
8	37
9	37
13	37
31	37
32	37
34	37
35	37
39	37
40	37
8	38
20	38
29	38
32	38
39	38
3	39
6	39
9	39
11	39
19	39
20	39
21	39
22	39
28	39
30	39
36	39
38	39
42	39
2	40
8	40
9	40
12	40
18	40
20	40
32	40
39	40
41	40
8	41
32	41
8	42
25	43
38	44
5	45
8	45
22	45
42	45
9	46
10	46
14	46
18	46
23	46
25	46
28	46
40	46
14	47
21	47
23	47
24	47
25	47
28	47
32	47
33	47
40	47
41	47
14	48
28	48
40	48
6	49
8	49
14	49
40	49
41	49
24	50
25	50
28	50
40	50
9	51
14	51
25	51
30	51
25	52
30	52
2	53
9	53
40	53
40	54
2	55
8	55
32	55
34	55
14	56
24	56
40	56
41	56
2	57
7	57
8	57
9	57
18	57
25	57
27	57
37	57
40	57
14	58
18	58
25	59
15	60
25	60
29	60
9	61
21	61
25	61
9	62
15	62
17	62
25	62
29	62
9	63
14	63
15	63
40	63
41	63
15	64
39	64
9	65
18	65
25	65
18	66
24	66
2	67
28	67
40	67
2	68
28	69
24	70
28	70
8	71
40	72
18	73
25	74
23	75
24	75
28	75
40	75
10	76
15	76
9	77
15	78
17	78
25	78
29	78
30	78
2	79
9	79
14	79
25	79
30	79
9	80
14	80
17	80
25	80
27	80
8	81
32	81
36	81
11	82
38	82
9	83
9	84
15	84
17	84
25	84
37	84
40	84
8	85
10	86
14	86
23	86
28	86
9	87
32	87
9	88
10	88
14	88
17	88
25	88
39	88
2	89
24	89
28	89
9	90
10	91
28	91
32	91
2	92
6	93
8	93
9	93
28	93
8	94
23	94
28	94
5	95
8	95
14	96
25	96
40	96
29	97
2	98
8	98
32	98
38	98
8	99
16	99
28	99
32	99
36	99
25	100
27	100
7	101
8	101
41	101
42	101
8	102
32	102
39	102
3	103
29	103
2	104
8	104
2	105
6	105
8	105
2	106
24	106
37	106
43	106
8	107
5	108
8	108
18	108
25	108
39	108
8	109
10	109
8	110
12	110
16	110
32	110
8	111
40	111
17	112
24	112
41	112
8	113
41	113
5	114
8	114
40	114
9	115
32	115
9	116
10	116
27	116
8	117
22	117
21	118
40	118
8	119
22	119
26	119
31	120
8	121
8	122
9	122
9	123
25	123
8	124
9	125
40	126
10	127
24	127
28	127
9	128
10	129
40	129
8	130
32	130
8	131
8	132
18	132
8	133
8	134
8	135
8	136
8	137
26	137
8	138
8	139
8	140
8	141
8	142
32	142
9	143
24	144
9	145
25	146
25	147
