1	13	5
2	251	5
3	346	5
4	301	5
5	109	5
6	124	5
7	12	5
8	82	5
9	298	5
10	56	5
11	173	5
12	88	5
13	28	5
14	32	5
15	269	5
16	9	5
17	126	4
18	12	5
19	202	4
20	15	4
21	98	5
22	89	5
23	116	5
24	41	5
25	114	5
26	9	4
27	246	4
28	100	5
29	79	4
30	258	5
31	484	5
32	50	4
33	288	4
34	324	5
35	680	4
36	882	5
37	68	5
38	70	5
39	937	5
40	305	4
41	238	5
42	50	5
43	25	5
44	87	5
45	109	5
46	313	5
47	258	4
48	181	5
49	151	5
50	508	5
51	173	5
52	22	5
53	199	5
54	181	5
55	144	5
56	56	5
57	79	5
58	32	5
59	15	5
60	50	5
61	304	4
62	83	5
63	813	5
64	56	5
65	64	5
66	742	5
67	405	5
68	258	5
69	50	5
70	298	5
71	168	5
72	45	5
73	89	5
74	7	4
75	100	5
76	96	5
77	89	5
78	93	4
79	116	5
80	208	5
81	282	5
82	174	5
83	79	5
84	194	5
85	124	5
86	1175	5
87	50	5
88	354	5
89	50	5
90	23	5
91	79	5
92	69	5
93	222	4
94	32	5
95	50	5
96	50	5
97	50	5
98	435	5
99	50	5
100	269	4
101	121	4
102	101	4
103	527	5
104	269	5
105	268	4
106	194	5
107	268	4
108	275	5
109	79	5
110	22	4
111	258	4
112	313	5
113	257	5
114	176	5
115	13	5
116	187	5
117	56	5
118	53	5
119	31	5
120	1	4
121	50	5
122	127	5
123	143	5
124	7	4
125	67	5
126	337	5
127	230	5
128	83	5
129	272	4
130	17	5
131	242	5
132	100	4
133	306	4
134	748	5
135	56	4
136	124	5
137	96	5
138	98	5
139	475	5
140	302	4
141	118	5
142	181	5
143	331	5
144	50	5
145	22	5
146	336	5
147	339	5
148	70	5
149	302	4
150	268	5
151	14	5
152	49	5
153	258	5
154	175	5
155	292	3
156	480	5
157	137	5
158	56	5
159	117	5
160	93	5
161	316	5
162	11	4
163	98	4
164	125	5
165	258	5
166	328	5
167	137	5
168	126	5
169	211	5
170	326	5
171	269	4
172	428	4
173	301	5
174	15	5
175	127	5
176	222	5
177	89	5
178	28	5
179	316	5
180	98	5
181	121	4
182	178	5
183	485	5
184	124	5
185	269	5
186	79	5
187	116	5
188	79	5
189	14	5
190	313	5
191	272	4
192	302	5
193	282	5
194	64	5
195	134	5
196	286	5
197	89	5
198	101	5
199	269	5
200	62	5
201	172	5
202	269	4
203	283	5
204	292	5
205	326	4
206	313	5
207	211	5
208	216	5
209	285	5
210	73	5
211	423	5
212	268	5
213	50	5
214	42	5
215	132	5
216	22	5
217	195	5
218	209	5
219	223	5
220	268	4
221	56	5
222	22	5
223	117	5
224	402	5
225	194	5
226	98	5
227	129	5
228	812	5
229	269	4
230	50	5
231	50	4
232	91	5
233	56	5
234	165	5
235	194	5
236	57	5
237	169	5
238	257	4
239	14	5
240	288	5
241	268	4
242	331	5
243	221	5
244	50	5
245	181	4
246	109	5
247	111	5
248	98	5
249	22	5
250	69	5
251	79	5
252	149	5
253	79	5
254	133	5
255	249	5
256	11	5
257	60	5
258	313	5
259	313	5
260	362	5
261	340	5
262	699	5
263	69	5
264	42	5
265	273	5
266	124	4
267	47	5
268	114	5
269	100	5
270	56	5
271	64	5
272	79	5
273	305	4
274	69	5
275	101	4
276	12	5
277	15	4
278	288	5
279	83	5
280	13	5
281	288	4
282	268	4
283	95	5
284	315	5
285	302	5
286	70	5
287	39	5
288	98	5
289	455	4
290	71	5
291	12	5
292	58	5
293	89	5
294	151	5
295	52	5
296	20	5
297	57	5
298	79	5
299	83	5
300	243	4
301	79	5
302	289	3
303	23	5
304	271	4
305	50	5
306	242	5
307	83	5
308	23	5
309	242	4
310	257	5
311	64	5
312	50	5
313	89	5
314	29	5
315	56	5
316	191	5
317	264	4
318	70	5
319	301	4
320	68	5
321	205	5
322	157	5
323	56	5
324	125	5
325	127	5
326	178	5
327	201	5
328	100	5
329	12	4
330	22	5
331	160	5
332	22	5
333	316	5
334	100	5
335	902	5
336	122	5
337	151	5
338	170	5
339	23	5
340	88	5
341	881	5
342	23	5
343	9	5
344	45	5
345	56	5
346	50	5
347	55	5
348	147	5
349	285	5
350	133	5
351	310	5
352	98	5
353	316	5
354	45	5
355	242	4
356	689	5
357	118	5
358	221	5
359	298	5
360	100	5
361	165	5
362	333	5
363	47	5
364	288	4
365	301	5
366	164	5
367	98	5
368	217	5
369	196	5
370	269	5
371	77	5
372	98	5
373	68	5
374	56	5
375	5	4
376	11	4
377	194	5
378	48	5
379	47	5
380	302	5
381	89	5
382	235	5
383	134	5
384	316	5
385	32	5
386	24	4
387	28	5
388	200	5
389	87	5
390	258	5
391	59	5
392	99	5
393	147	5
394	56	5
395	97	5
396	9	4
397	58	5
398	69	5
399	196	5
400	288	4
401	316	5
402	96	5
403	121	5
404	66	4
405	47	5
406	50	5
407	134	5
408	319	5
409	89	5
410	315	4
411	186	5
412	173	5
413	275	5
414	272	5
415	195	5
416	13	5
417	64	5
418	899	5
419	173	5
420	127	5
421	98	5
422	273	5
423	276	5
424	294	5
425	156	5
426	427	5
427	303	5
428	302	5
429	50	5
430	129	5
431	303	4
432	249	5
433	137	5
434	220	5
435	25	5
436	127	5
437	124	5
438	245	5
439	285	5
440	271	5
441	121	4
442	176	5
443	309	5
444	272	5
445	959	5
446	302	4
447	56	5
448	345	5
449	127	5
450	33	5
451	331	5
452	50	5
453	42	5
454	692	5
455	126	5
456	172	5
457	22	5
458	58	5
459	117	5
460	276	5
461	304	4
462	288	5
463	127	5
464	258	5
465	408	5
466	117	5
467	127	5
468	25	5
469	286	5
470	283	5
471	140	5
472	11	5
473	246	5
474	11	5
475	316	5
476	208	5
477	111	5
478	64	5
479	168	5
480	169	5
481	190	5
482	257	4
483	283	5
484	50	5
485	303	4
486	100	5
487	22	5
488	468	5
489	302	5
490	9	4
491	124	5
492	318	5
493	71	5
494	100	5
495	56	5
496	56	5
497	161	5
498	160	5
499	166	5
500	60	5
501	1067	5
502	307	4
503	20	5
504	127	5
505	378	5
506	71	5
507	181	5
508	150	5
509	258	4
510	323	4
511	880	5
512	183	5
513	210	5
514	42	5
515	304	4
516	582	5
517	369	5
518	121	5
519	313	5
520	898	5
521	239	5
522	135	5
523	70	5
524	60	5
525	1	4
526	272	5
527	59	5
528	83	5
529	270	4
530	196	5
531	323	5
532	8	5
533	117	5
534	147	5
535	58	5
536	50	5
537	205	5
538	98	5
539	153	5
540	7	4
541	83	5
542	99	5
543	135	5
544	300	4
545	96	5
546	56	5
547	258	4
548	39	5
549	515	5
550	258	5
551	15	5
552	126	4
553	99	5
554	174	5
555	181	5
556	132	5
557	180	5
558	253	5
559	196	5
560	127	5
561	171	5
562	135	5
563	257	5
564	127	4
565	83	5
566	134	5
567	127	5
568	488	5
569	124	5
570	302	4
571	174	4
572	286	4
573	50	4
574	262	5
575	318	5
576	1	4
577	64	5
578	1016	4
579	202	5
580	250	5
581	253	5
582	293	5
583	200	5
584	109	4
585	198	5
586	53	5
587	258	4
588	22	5
589	300	5
590	116	5
591	191	5
592	12	5
593	83	5
594	127	4
595	181	5
596	286	4
597	293	5
598	313	5
599	274	5
600	89	5
601	168	5
602	294	5
603	89	5
604	567	5
605	79	5
606	22	5
607	511	5
608	59	5
609	313	5
610	143	5
611	302	5
612	15	4
613	126	5
614	255	5
615	127	5
616	750	5
617	320	5
618	98	5
619	117	5
620	82	5
621	73	5
622	64	5
623	204	5
624	272	5
625	197	5
626	258	4
627	64	5
628	292	5
629	50	5
630	117	5
631	310	4
632	81	5
633	94	4
634	237	5
635	327	5
636	118	5
637	690	5
638	185	5
639	483	5
640	64	5
